,0,1,2
168,rnbqkbnr/ppppp2p/8/5pp1/7P/N4N2/PPPPPPP1/R1BQKB1R b KQkq - 1 3,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
169,rnbqkbnr/1pppp2p/8/p4pp1/7P/N4N2/PPPPPPP1/R1BQKB1R w KQkq - 0 4,[],-1
170,rnbqkbnr/1pppp2p/8/p4pp1/6PP/N4N2/PPPPPP2/R1BQKB1R b KQkq - 0 4,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
171,rnbqkbnr/1pppp2p/8/5pp1/p5PP/N4N2/PPPPPP2/R1BQKB1R w KQkq - 0 5,[],-1
172,rnbqkbnr/1pppp2p/8/5pp1/p2N2PP/N7/PPPPPP2/R1BQKB1R b KQkq - 1 5,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
173,rnbqkbnr/1pppp2p/8/5p2/p2N2Pp/N7/PPPPPP2/R1BQKB1R w KQkq - 0 6,[],-1
174,rnbqkbnr/1pppp2p/8/5p2/p2N2Pp/N7/PPPPPP2/1RBQKB1R b Kkq - 1 6,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
175,1nbqkbnr/1pppp2p/r7/5p2/p2N2Pp/N7/PPPPPP2/1RBQKB1R w Kk - 2 7,[],-1
176,1nbqkbnr/1pppp2p/r7/5p2/p2N2Pp/NP6/P1PPPP2/1RBQKB1R b Kk - 0 7,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
177,1nbqkbnr/1pppp2p/r7/8/p2N2pp/NP6/P1PPPP2/1RBQKB1R w Kk - 0 8,[],-1
178,1nbqkbnr/1pppp2p/r7/8/p2N2pp/NP1P4/P1P1PP2/1RBQKB1R b Kk - 0 8,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
179,1nbqkbnr/1pp1p2p/r7/3p4/p2N2pp/NP1P4/P1P1PP2/1RBQKB1R w Kk - 0 9,[],-1
180,1nbqkbnr/1pp1p2p/r7/3p4/p2N2pp/NP1P3B/P1P1PP2/1RBQK2R b Kk - 1 9,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
181,1nbqkbnr/1pp1p3/r6p/3p4/p2N2pp/NP1P3B/P1P1PP2/1RBQK2R w Kk - 0 10,[],-1
182,1nbqkbnr/1pp1p3/r6p/3p4/p2N2pp/NP1P3B/P1P1PP2/R1BQK2R b Kk - 1 10,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
183,1nbqkbnr/1pp1p3/2r4p/3p4/p2N2pp/NP1P3B/P1P1PP2/R1BQK2R w Kk - 2 11,[],-1
184,1nbqkbnr/1pp1p3/2r4p/3p2B1/p2N2pp/NP1P3B/P1P1PP2/R2QK2R b Kk - 3 11,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
185,1nbqkbnr/1pp1p3/5r1p/3p2B1/p2N2pp/NP1P3B/P1P1PP2/R2QK2R w Kk - 4 12,[],-1
186,1nbqkbnr/1pp1p3/5r1p/3p2B1/p2N2pp/NP1P3B/P1PKPP2/R2Q3R b k - 5 12,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
187,1nbqkbnr/1pp1p3/2r4p/3p2B1/p2N2pp/NP1P3B/P1PKPP2/R2Q3R w k - 6 13,[],-1
188,1nbqkbnr/1pp1p3/2r4p/3p2B1/P2N2pp/N2P3B/P1PKPP2/R2Q3R b k - 0 13,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
189,1nbqkbnr/1pp1p3/4r2p/3p2B1/P2N2pp/N2P3B/P1PKPP2/R2Q3R w k - 1 14,[],-1
190,1nbqkbnr/1pp1p3/4r2p/3p2B1/P1NN2pp/3P3B/P1PKPP2/R2Q3R b k - 2 14,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
191,1nbq1bnr/1pp1pk2/4r2p/3p2B1/P1NN2pp/3P3B/P1PKPP2/R2Q3R w - - 3 15,[],-1
192,1nbq1bnr/1pp1pk2/4r2p/3pN1B1/P2N2pp/3P3B/P1PKPP2/R2Q3R b - - 4 15,"[1.0, 0.0, 0.0]",-1
193,1nbq1bnr/1pp1pk2/7p/3pr1B1/P2N2pp/3P3B/P1PKPP2/R2Q3R w - - 0 16,[],-1
194,1nbq1bnr/1pp1pk2/7p/3pr1B1/P2N2pp/3P3B/P1PKPP2/R1Q4R b - - 1 16,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
195,1nbq1bnr/1pp1pk2/7p/3pr1B1/P2N3p/3P3p/P1PKPP2/R1Q4R w - - 0 17,[],-1
196,1nbq1bnr/1pp1pk2/7p/3pr1B1/P6p/3P1N1p/P1PKPP2/R1Q4R b - - 1 17,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
197,1nbq1bnr/1pp1pk2/7p/3p2r1/P6p/3P1N1p/P1PKPP2/R1Q4R w - - 0 18,[],-1
198,1nbq1bnr/1pp1pk2/7p/3p2r1/P6p/3PPN1p/P1PK1P2/R1Q4R b - - 0 18,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
199,1n1q1bnr/1pp1pk2/7p/3p2r1/P5bp/3PPN1p/P1PK1P2/R1Q4R w - - 1 19,[],-1
200,1n1q1bnr/1pp1pk2/7p/3pN1r1/P5bp/3PP2p/P1PK1P2/R1Q4R b - - 2 19,"[1.0, 0.0, 0.0, 0.0, 0.0]",-1
201,1n1q1bnr/1pp1pk2/7p/3pr3/P5bp/3PP2p/P1PK1P2/R1Q4R w - - 0 20,[],-1
202,1n1q1bnr/1pp1pk2/7p/3pr3/P5bp/2PPP2p/P2K1P2/R1Q4R b - - 0 20,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
203,1n1q1bnr/1pp1pk2/7p/3pr3/P5bp/2PPP3/P2K1P1p/R1Q4R w - - 0 21,[],-1
204,1n1q1bnr/1pp1pk2/7p/3pr3/P5bp/2PPP3/P2K1P1R/R1Q5 b - - 0 21,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
205,1n1q1bnr/1pp1pk2/7p/3p1r2/P5bp/2PPP3/P2K1P1R/R1Q5 w - - 1 22,[],-1
206,1n1q1bnr/1pp1pk2/7p/3p1r2/P5bp/P1PPP3/3K1P1R/R1Q5 b - - 0 22,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
207,1n1q1bnr/1p2pk2/7p/2pp1r2/P5bp/P1PPP3/3K1P1R/R1Q5 w - - 0 23,[],-1
208,1n1q1bnr/1p2pk2/7p/2pp1r2/P5bp/P1PPP2R/3K1P2/R1Q5 b - - 1 23,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
209,1n1q1bnr/1p2p3/6kp/2pp1r2/P5bp/P1PPP2R/3K1P2/R1Q5 w - - 2 24,[],-1
210,1n1q1bnr/1p2p3/6kp/2pp1r2/P5bp/P1PPP2R/3K1P2/1RQ5 b - - 3 24,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
211,1n1q1bnr/4p3/6kp/1ppp1r2/P5bp/P1PPP2R/3K1P2/1RQ5 w - - 0 25,[],-1
212,1n1q1bnr/4p3/6kp/1ppp1r2/P5bp/P1PPP2R/3K1P2/1R2Q3 b - - 1 25,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
213,1n1q1bnr/4p3/5rkp/1ppp4/P5bp/P1PPP2R/3K1P2/1R2Q3 w - - 2 26,[],-1
214,1n1q1bnr/4p3/5rkp/1ppp4/P4Pbp/P1PPP2R/3K4/1R2Q3 b - - 0 26,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
215,1n1q1bnr/4p3/5rkp/1ppp1b2/P4P1p/P1PPP2R/3K4/1R2Q3 w - - 1 27,[],-1
216,1n1q1bnr/4p3/5rkp/1ppp1b2/P4P1p/P1PPPR2/3K4/1R2Q3 b - - 2 27,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
217,1n1q1bnr/4p3/r5kp/1ppp1b2/P4P1p/P1PPPR2/3K4/1R2Q3 w - - 3 28,[],-1
218,1n1q1bnr/4p3/r5kp/1ppp1b2/P4P1p/P1PPPR2/3K4/1R3Q2 b - - 4 28,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
219,rn1q1bnr/4p3/6kp/1ppp1b2/P4P1p/P1PPPR2/3K4/1R3Q2 w - - 5 29,[],-1
220,rn1q1bnr/4p3/6kp/1ppp1b2/P4P1p/P1PPPR2/3K1Q2/1R6 b - - 6 29,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
221,rn1q1bnr/4p3/6kp/1ppp4/P3bP1p/P1PPPR2/3K1Q2/1R6 w - - 7 30,[],-1
222,rn1q1bnr/4p3/6kp/Pppp4/4bP1p/P1PPPR2/3K1Q2/1R6 b - - 0 30,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
223,rn1q1bnr/4p3/6kp/Pp1p4/2p1bP1p/P1PPPR2/3K1Q2/1R6 w - - 0 31,[],-1
224,rn1q1bnr/4p3/6kp/Pp1p4/2p1bP1p/P1PPPR2/3K1Q2/2R5 b - - 1 31,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
225,1n1q1bnr/4p3/6kp/rp1p4/2p1bP1p/P1PPPR2/3K1Q2/2R5 w - - 0 32,[],-1
226,1n1q1bnr/4p3/6kp/rp1p4/2p1bP1Q/P1PPPR2/3K4/2R5 b - - 0 32,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
227,rn1q1bnr/4p3/6kp/1p1p4/2p1bP1Q/P1PPPR2/3K4/2R5 w - - 1 33,[],-1
228,rn1q1bnr/4p3/6kp/1p1p4/2p1bP1Q/P1PPPR2/4K3/2R5 b - - 2 33,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
229,r2q1bnr/4p3/2n3kp/1p1p4/2p1bP1Q/P1PPPR2/4K3/2R5 w - - 3 34,[],-1
230,r2q1bnr/4p3/2n3kp/1p1p4/2p1bP1Q/P1PPPR2/8/2R1K3 b - - 4 34,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
231,r2q1bnr/4p1k1/2n4p/1p1p4/2p1bP1Q/P1PPPR2/8/2R1K3 w - - 5 35,[],-1
232,r2q1bnr/4p1k1/2n4p/1p1p4/2p1bP1Q/P1PPP1R1/8/2R1K3 b - - 6 35,"[1.0, 0.0, 0.0]",-1
233,r2q1bnr/4pk2/2n4p/1p1p4/2p1bP1Q/P1PPP1R1/8/2R1K3 w - - 7 36,[],-1
234,r2q1bnr/4pk2/2n4p/1p1p4/2p1bP1Q/P1PPP2R/8/2R1K3 b - - 8 36,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
235,2rq1bnr/4pk2/2n4p/1p1p4/2p1bP1Q/P1PPP2R/8/2R1K3 w - - 9 37,[],-1
236,2rq1bnr/4pk2/2n4p/1p1p4/2p1bP1Q/P1PPP3/8/2R1K2R b - - 10 37,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
237,2rq1bnr/4pk2/7p/1p1pn3/2p1bP1Q/P1PPP3/8/2R1K2R w - - 11 38,[],-1
238,2rq1bnr/4pk2/7p/1p1pn3/2p1bP2/P1PPP3/5Q2/2R1K2R b - - 12 38,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
239,2rq1bnr/4pk2/2n4p/1p1p4/2p1bP2/P1PPP3/5Q2/2R1K2R w - - 13 39,[],-1
240,2rq1bnr/4pk2/2n4R/1p1p4/2p1bP2/P1PPP3/5Q2/2R1K3 b - - 0 39,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
241,2rq1bnr/4pk2/2n4R/3p4/1pp1bP2/P1PPP3/5Q2/2R1K3 w - - 0 40,[],-1
242,2rq1bnr/4pk2/2n4R/3p4/1pp1bP2/P1PPP3/2Q5/2R1K3 b - - 1 40,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
243,2rq2nr/4pk2/2n4b/3p4/1pp1bP2/P1PPP3/2Q5/2R1K3 w - - 0 41,[],-1
244,2rq2nr/4pk2/2n4b/3p4/1pP1bP2/P1P1P3/2Q5/2R1K3 b - - 0 41,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
245,2rq2nr/4pk2/2n5/3p4/1pP1bb2/P1P1P3/2Q5/2R1K3 w - - 0 42,[],-1
246,2rq2nr/4pk2/2n5/3p4/QpP1bb2/P1P1P3/8/2R1K3 b - - 1 42,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
247,2r1q1nr/4pk2/2n5/3p4/QpP1bb2/P1P1P3/8/2R1K3 w - - 2 43,[],-1
248,2r1q1nr/4pk2/2n5/3p4/1pP1bb2/P1P1P3/2Q5/2R1K3 b - - 3 43,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
249,2r2qnr/4pk2/2n5/3p4/1pP1bb2/P1P1P3/2Q5/2R1K3 w - - 4 44,[],-1
250,2r2qnr/4pk2/2n5/3p4/1PP1bb2/2P1P3/2Q5/2R1K3 b - - 0 44,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
251,1br2qnr/4pk2/2n5/3p4/1PP1b3/2P1P3/2Q5/2R1K3 w - - 1 45,[],-1
252,1br2qnr/4pk2/2n5/3p4/1PP1b3/2P1P3/2Q5/R3K3 b - - 2 45,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
253,2r2qnr/4pk2/2n5/3p4/1PP1b3/2P1P1b1/2Q5/R3K3 w - - 3 46,[],-1
254,2r2qnr/4pk2/2n5/3p4/1PP1b3/2P1P1b1/5Q2/R3K3 b - - 4 46,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
255,2r2qnr/4pk2/2n5/3p4/1PP1b3/2P1P3/5b2/R3K3 w - - 0 47,[],-1
256,2r2qnr/4pk2/2n5/3p4/1PP1b3/2P1P3/4Kb2/R7 b - - 1 47,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
257,2r2qnr/4pk2/2n5/3p4/1PP5/2PbP3/4Kb2/R7 w - - 2 48,[],-1
258,2r2qnr/4pk2/2n5/3p4/1PP5/2PKP3/5b2/R7 b - - 0 48,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
259,2r3nr/4pkq1/8/3p4/1nPK4/2P1P3/5b2/R7 w - - 2 50,"[0.3761904761904762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
260,rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR b KQkq - 0 1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
261,rnbqkbnr/ppppp1pp/5p2/8/7P/8/PPPPPPP1/RNBQKBNR w KQkq - 0 2,[],-1
