,0,1,2
90,r3kBnr/p2N4/1ppp3p/2n3pb/3Pq1p1/1PPBP2N/PQK2P1P/3R3R b - - 3 21,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
91,r3kBnr/p2N4/1ppp3p/2n3pb/3q2p1/1PPBP2N/PQK2P1P/3R3R w - - 0 22,[],-1
92,r3kBnr/p7/1ppp3p/2N3pb/3q2p1/1PPBP2N/PQK2P1P/3R3R b - - 0 22,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
93,r3kBnr/p7/1ppp3p/2Nq2pb/6p1/1PPBP2N/PQK2P1P/3R3R w - - 1 23,[],-1
94,r3kBnr/p7/1ppp2Bp/2Nq2pb/6p1/1PP1P2N/PQK2P1P/3R3R b - - 2 23,"[1.0, 0.0, 0.0, 0.0]",-1
95,r3kBnr/p7/1ppp2bp/2Nq2p1/6p1/1PP1P2N/PQK2P1P/3R3R w - - 0 24,[],-1
96,r3kBnr/p7/1ppp2bp/3q2p1/6p1/1PPNP2N/PQK2P1P/3R3R b - - 1 24,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
97,r3kB1r/p7/1ppp1nbp/3q2p1/6p1/1PPNP2N/PQK2P1P/3R3R w - - 2 25,[],-1
98,r3kB1r/p7/1ppp1nbp/3q2p1/1P4p1/2PNP2N/PQK2P1P/3R3R b - - 0 25,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
99,r3kB1r/p7/1ppp1nbp/1q4p1/1P4p1/2PNP2N/PQK2P1P/3R3R w - - 1 26,[],-1
100,r3kB1r/p7/1ppp1nbp/1q4p1/1P4p1/2PNP2N/PQK2P1P/6RR b - - 2 26,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
101,r3kB1r/p7/1ppp1nbp/q5p1/1P4p1/2PNP2N/PQK2P1P/6RR w - - 3 27,[],-1
102,r3kB1r/p7/1ppp1nbp/q5p1/1P4p1/2PNP2N/P1K2P1P/1Q4RR b - - 4 27,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
103,r3kB1r/p7/1ppp1nbp/6p1/1P4p1/2PNP2N/q1K2P1P/1Q4RR w - - 0 28,[],-1
104,r3kB1r/p7/1ppp1nbp/6p1/1P4p1/2PNP2N/q4P1P/1QK3RR b - - 1 28,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
105,r3kB1r/p7/1ppp2bp/6pn/1P4p1/2PNP2N/q4P1P/1QK3RR w - - 2 29,[],-1
106,r3kB1r/p7/1ppp2bp/6pn/1P4p1/2PNP2N/q1Q2P1P/2K3RR b - - 3 29,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
107,r3kB1r/p7/1ppp1nbp/6p1/1P4p1/2PNP2N/q1Q2P1P/2K3RR w - - 4 30,[],-1
108,r3kB1r/p7/1ppp1nbp/6p1/1P4R1/2PNP2N/q1Q2P1P/2K4R b - - 0 30,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
109,r4B1r/p4k2/1ppp1nbp/6p1/1P4R1/2PNP2N/q1Q2P1P/2K4R w - - 1 31,[],-1
110,r4B1r/p4k2/1ppp1nbp/6p1/1P2R3/2PNP2N/q1Q2P1P/2K4R b - - 2 31,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
111,r4B1r/p4k2/2pp1nbp/1p4p1/1P2R3/2PNP2N/q1Q2P1P/2K4R w - - 0 32,[],-1
112,r3RB1r/p4k2/2pp1nbp/1p4p1/1P6/2PNP2N/q1Q2P1P/2K4R b - - 1 32,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
113,r3RB1r/p4k2/2pp1nbp/1p1q2p1/1P6/2PNP2N/2Q2P1P/2K4R w - - 2 33,[],-1
114,r3RB1r/p4k2/2pp1nbp/1p1q2p1/1P6/2PNP2N/2Q2P1P/2KR4 b - - 3 33,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
115,r3RB1r/p4k2/2pp1n1p/1p1q1bp1/1P6/2PNP2N/2Q2P1P/2KR4 w - - 4 34,[],-1
116,r3RB1r/p4k2/2pp1n1p/1p1q1bp1/1PP5/3NP2N/2Q2P1P/2KR4 b - - 0 34,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
117,3rRB1r/p4k2/2pp1n1p/1p1q1bp1/1PP5/3NP2N/2Q2P1P/2KR4 w - - 1 35,[],-1
118,3rRB1r/p4k2/2pp1n1p/1p1q1bp1/1PP5/3NP2N/2Q2P1P/2K2R2 b - - 2 35,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
119,3rnB1r/p4k2/2pp3p/1p1q1bp1/1PP5/3NP2N/2Q2P1P/2K2R2 w - - 0 36,[],-1
120,3rnB1r/p4k2/2pp3p/1p1q1bp1/1PP5/3NPP1N/2Q4P/2K2R2 b - - 0 36,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
121,3rnB1r/5k2/2pp3p/pp1q1bp1/1PP5/3NPP1N/2Q4P/2K2R2 w - - 0 37,[],-1
122,3rnB1r/5k2/2pp3p/pp1q1bp1/1PP5/3NPP1N/7P/1QK2R2 b - - 1 37,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
123,3r1B1r/5k2/2pp1n1p/pp1q1bp1/1PP5/3NPP1N/7P/1QK2R2 w - - 2 38,[],-1
124,3r1B1r/5k2/2pp1n1p/pp1q1bp1/1PP5/3NPP1N/7P/1QK3R1 b - - 3 38,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
125,r4B1r/5k2/2pp1n1p/pp1q1bp1/1PP5/3NPP1N/7P/1QK3R1 w - - 4 39,[],-1
126,r4B1r/5k2/2pp1n1p/pp1q1bp1/1PP5/3NPP1N/6RP/1QK5 b - - 5 39,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
127,r4B1r/5k2/2pp1n1p/1p1q1bp1/pPP5/3NPP1N/6RP/1QK5 w - - 0 40,[],-1
128,r4B1r/5k2/2pp1n1p/1p1q1bR1/pPP5/3NPP1N/7P/1QK5 b - - 0 40,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
129,r4Bnr/5k2/2pp3p/1p1q1bR1/pPP5/3NPP1N/7P/1QK5 w - - 1 41,[],-1
130,r4Bnr/5k2/2pp3p/1p1q1bR1/pPP5/3NPP2/7P/1QK3N1 b - - 2 41,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
131,r4Bnr/5k2/2pp4/1p1q1bp1/pPP5/3NPP2/7P/1QK3N1 w - - 0 42,[],-1
132,r4Bnr/5k2/2pp4/1p1q1bp1/pPP5/3NPP1P/8/1QK3N1 b - - 0 42,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
133,r4Bnr/5k2/2pp4/1p3bp1/pPP1q3/3NPP1P/8/1QK3N1 w - - 1 43,[],-1
134,r5nr/4Bk2/2pp4/1p3bp1/pPP1q3/3NPP1P/8/1QK3N1 b - - 2 43,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
135,r5nr/4Bk2/2pp4/1p3bp1/pPP4q/3NPP1P/8/1QK3N1 w - - 3 44,[],-1
136,r5nr/4Bk2/2pp4/1p3bp1/pPP4q/3NPP1P/4N3/1QK5 b - - 4 44,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
137,r5nr/4Bk2/2pp4/1p4p1/pPP3bq/3NPP1P/4N3/1QK5 w - - 5 45,[],-1
138,r5nr/4Bk2/2pp4/1p2N1p1/pPP3bq/4PP1P/4N3/1QK5 b - - 6 45,"[1.0, 0.0, 0.0, 0.0, 0.0]",-1
139,r5nr/4k3/2pp4/1p2N1p1/pPP3bq/4PP1P/4N3/1QK5 w - - 0 46,[],-1
140,r4knr/5Q2/2pp4/1p2N1p1/pPP3bq/4PP1P/4N3/2K5 b - - 3 47,"[0.006493506493506494, 0.006493506493506494, 0.03896103896103896, 0.032467532467532464, 0.032467532467532464, 0.03896103896103896, 0.032467532467532464, 0.045454545454545456, 0.032467532467532464, 0.032467532467532464, 0.01948051948051948, 0.025974025974025976, 0.032467532467532464, 0.032467532467532464, 0.032467532467532464, 0.032467532467532464, 0.03896103896103896, 0.03896103896103896, 0.032467532467532464, 0.03896103896103896, 0.032467532467532464, 0.03896103896103896, 0.032467532467532464, 0.025974025974025976, 0.03896103896103896, 0.025974025974025976, 0.045454545454545456, 0.045454545454545456, 0.03896103896103896, 0.045454545454545456, 0.012987012987012988]",-1
141,r5nr/4kN2/2pp4/1p4p1/pPP3bq/4PP1P/4N3/1QK5 b - - 1 46,[],-1
142,r5n1/4kN1r/2pp4/1p4p1/pPP3bq/4PP1P/4N3/1QK5 w - - 2 47,"[0.022044088176352707, 0.03206412825651302, 0.036072144288577156, 0.028056112224448898, 0.04208416833667335, 0.03206412825651302, 0.036072144288577156, 0.028056112224448898, 0.03206412825651302, 0.036072144288577156, 0.03206412825651302, 0.036072144288577156, 0.03206412825651302, 0.028056112224448898, 0.036072144288577156, 0.03206412825651302, 0.028056112224448898, 0.022044088176352707, 0.028056112224448898, 0.036072144288577156, 0.03206412825651302, 0.03807615230460922, 0.03206412825651302, 0.036072144288577156, 0.036072144288577156, 0.03206412825651302, 0.036072144288577156, 0.028056112224448898, 0.03206412825651302, 0.028056112224448898, 0.03406813627254509]",-1
143,r5nN/4k2r/2pp4/1p4p1/pPP3bq/4PP1P/4N3/1QK5 b - - 3 47,"[0.019193857965451054, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
144,r6N/4k2r/2pp3n/1p4p1/pPP3bq/4PP1P/4N3/1QK5 w - - 4 48,"[0.025540275049115914, 0.03536345776031434, 0.025540275049115914, 0.029469548133595286, 0.03339882121807466, 0.0412573673870334, 0.03143418467583497, 0.029469548133595286, 0.04518664047151277, 0.03929273084479371, 0.03929273084479371, 0.03929273084479371, 0.03536345776031434, 0.043222003929273084, 0.043222003929273084, 0.03339882121807466, 0.043222003929273084, 0.043222003929273084, 0.03929273084479371, 0.03339882121807466, 0.03339882121807466, 0.043222003929273084, 0.0412573673870334, 0.043222003929273084, 0.03339882121807466, 0.0412573673870334, 0.03536345776031434]",-1
145,r7/4kN1r/2pp3n/1p4p1/pPP3bq/4PP1P/4N3/1QK5 b - - 5 48,"[0.02330097087378641, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
146,7r/4kN1r/2pp3n/1p4p1/pPP3bq/4PP1P/4N3/1QK5 w - - 6 49,"[0.0019569471624266144, 0.0019569471624266144, 0.03522504892367906, 0.03718199608610567, 0.050880626223091974, 0.033268101761252444, 0.025440313111545987, 0.03718199608610567, 0.03131115459882583, 0.033268101761252444, 0.033268101761252444, 0.03718199608610567, 0.0273972602739726, 0.033268101761252444, 0.03718199608610567, 0.0410958904109589, 0.03718199608610567, 0.03718199608610567, 0.025440313111545987, 0.033268101761252444, 0.033268101761252444, 0.03131115459882583, 0.03522504892367906, 0.033268101761252444, 0.029354207436399216, 0.0410958904109589, 0.033268101761252444, 0.03718199608610567, 0.029354207436399216, 0.033268101761252444, 0.033268101761252444]",-1
147,7N/4k2r/2pp3n/1p4p1/pPP3bq/4PP1P/4N3/1QK5 b - - 0 49,[],-1
148,7r/4k3/2pp3n/1p4p1/pPP3bq/4PP1P/4N3/1QK5 w - - 0 50,"[0.036072144288577156, 0.04408817635270541, 0.04609218436873747, 0.04008016032064128, 0.036072144288577156, 0.036072144288577156, 0.04208416833667335, 0.03206412825651302, 0.04809619238476954, 0.026052104208416832, 0.03206412825651302, 0.052104208416833664, 0.03406813627254509, 0.04408817635270541, 0.036072144288577156, 0.036072144288577156, 0.04008016032064128, 0.05811623246492986, 0.04008016032064128, 0.03206412825651302, 0.04609218436873747, 0.028056112224448898, 0.04408817635270541, 0.04809619238476954, 0.04208416833667335]",-1
149,7r/4k3/2pp3n/1p4p1/pPP2Nbq/4PP1P/8/1QK5 b - - 1 50,"[0.03288201160541586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
150,6r1/4k3/2pp3n/1p4p1/pPP2Nbq/4PP1P/8/1QK5 w - - 2 51,"[0.03682170542635659, 0.025193798449612403, 0.03682170542635659, 0.03294573643410853, 0.044573643410852716, 0.029069767441860465, 0.040697674418604654, 0.040697674418604654, 0.03875968992248062, 0.03294573643410853, 0.03682170542635659, 0.040697674418604654, 0.04263565891472868, 0.03294573643410853, 0.040697674418604654, 0.03875968992248062, 0.040697674418604654, 0.044573643410852716, 0.040697674418604654, 0.03294573643410853, 0.044573643410852716, 0.040697674418604654, 0.03875968992248062, 0.04844961240310078, 0.03682170542635659, 0.040697674418604654]",-1
151,6r1/4k3/2pp2Nn/1p4p1/pPP3bq/4PP1P/8/1QK5 b - - 3 51,"[0.03501945525291829, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
152,4k1r1/8/2pp2Nn/1p4p1/pPP3bq/4PP1P/8/1QK5 w - - 4 52,"[0.0425531914893617, 0.04061895551257253, 0.03868471953578337, 0.03288201160541586, 0.05222437137330754, 0.04448742746615087, 0.0425531914893617, 0.0425531914893617, 0.030947775628626693, 0.048355899419729204, 0.0425531914893617, 0.05029013539651837, 0.03288201160541586, 0.0425531914893617, 0.04642166344294004, 0.0367504835589942, 0.0367504835589942, 0.04642166344294004, 0.03868471953578337, 0.0425531914893617, 0.04061895551257253, 0.04642166344294004, 0.03868471953578337, 0.0425531914893617]",-1
153,4k1rN/8/2pp3n/1p4p1/pPP3bq/4PP1P/8/1QK5 b - - 5 52,"[0.03776978417266187, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
154,4k2r/8/2pp3n/1p4p1/pPP3bq/4PP1P/8/1QK5 w - - 0 53,"[0.06538461538461539, 0.05576923076923077, 0.051923076923076926, 0.051923076923076926, 0.051923076923076926, 0.04230769230769231, 0.04807692307692308, 0.04230769230769231, 0.051923076923076926, 0.046153846153846156, 0.038461538461538464, 0.06538461538461539, 0.04807692307692308, 0.04230769230769231, 0.05576923076923077, 0.051923076923076926, 0.04807692307692308, 0.04230769230769231, 0.051923076923076926, 0.04807692307692308]",-1
155,4k2r/8/2pp3n/1p4p1/pPP3bq/4PP1P/3K4/1Q6 b - - 1 53,"[0.06309751434034416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
156,4k1r1/8/2pp3n/1p4p1/pPP3bq/4PP1P/3K4/1Q6 w - - 2 54,"[0.039473684210526314, 0.02819548872180451, 0.03195488721804511, 0.02819548872180451, 0.03195488721804511, 0.03571428571428571, 0.03383458646616541, 0.03195488721804511, 0.039473684210526314, 0.039473684210526314, 0.041353383458646614, 0.03571428571428571, 0.03571428571428571, 0.02819548872180451, 0.039473684210526314, 0.03571428571428571, 0.039473684210526314, 0.03195488721804511, 0.039473684210526314, 0.039473684210526314, 0.03571428571428571, 0.03759398496240601, 0.041353383458646614, 0.039473684210526314, 0.03195488721804511, 0.03571428571428571, 0.03195488721804511, 0.039473684210526314]",-1
157,6r1/5k2/2pp3n/1p3bp1/pPP1K2q/4PP1P/8/1Q6 w - - 6 56,"[0.041176470588235294, 0.029411764705882353, 0.03333333333333333, 0.029411764705882353, 0.03333333333333333, 0.03725490196078431, 0.03529411764705882, 0.03333333333333333, 0.041176470588235294, 0.041176470588235294, 0.043137254901960784, 0.03725490196078431, 0.03725490196078431, 0.029411764705882353, 0.041176470588235294, 0.03725490196078431, 0.041176470588235294, 0.03333333333333333, 0.041176470588235294, 0.041176470588235294, 0.03725490196078431, 0.0392156862745098, 0.043137254901960784, 0.041176470588235294, 0.03333333333333333, 0.03725490196078431, 0.03333333333333333, 0.041176470588235294]",-1
158,rnbqkbnr/pppppppp/8/8/1P6/8/P1PPPPPP/RNBQKBNR b KQkq - 0 1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
159,rnbqkbnr/pp1ppppp/2p5/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2,[],-1
160,rnbqkbnr/pp1ppppp/2p5/8/1P6/7P/P1PPPPP1/RNBQKBNR b KQkq - 0 2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
161,rnbqkbnr/pp1pp1pp/2p5/5p2/1P6/7P/P1PPPPP1/RNBQKBNR w KQkq - 0 3,[],-1
162,rnbqkbnr/pp1pp1pp/2p5/5p2/1P6/5P1P/P1PPP1P1/RNBQKBNR b KQkq - 0 3,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
163,rnb1kbnr/pp1pp1pp/2p5/5p2/1P6/5PqP/P1PPP1PR/RNBQKBN1 w Qkq - 3 5,"[0.22043010752688172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
164,rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR b KQkq - 0 1,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
165,rnbqkbnr/ppppp1pp/8/5p2/7P/8/PPPPPPP1/RNBQKBNR w KQkq - 0 2,[],-1
166,rnbqkbnr/ppppp1pp/8/5p2/7P/N7/PPPPPPP1/R1BQKBNR b KQkq - 1 2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-1
167,rnbqkbnr/ppppp2p/8/5pp1/7P/N7/PPPPPPP1/R1BQKBNR w KQkq - 0 3,[],-1
